Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; 1, detached","Margin of Error; 1, detached","Estimate; 1, attached","Margin of Error; 1, attached"
6011000100,"Census Tract 1, Colusa County, California",1730,153,1320,160,0,132
6011000200,"Census Tract 2, Colusa County, California",1868,111,1411,131,39,28
6011000300,"Census Tract 3, Colusa County, California",1456,483,1120,368,36,25
6011000400,"Census Tract 4, Colusa County, California",1185,86,883,82,11,12
6011000500,"Census Tract 5, Colusa County, California",1204,113,817,134,61,53
6013301000,"Census Tract 3010, Contra Costa County, California",1923,123,1001,165,102,78
6013302002,"Census Tract 3020.02, Contra Costa County, California",3279,190,2912,192,85,67
6013302003,"Census Tract 3020.03, Contra Costa County, California",3614,190,3178,205,88,47
6013302004,"Census Tract 3020.04, Contra Costa County, California",4321,177,4137,199,45,41
6013303100,"Census Tract 3031, Contra Costa County, California",5084,203,4149,259,228,73
6013303200,"Census Tract 3032, Contra Costa County, California",13142,408,11949,451,295,146
6013304000,"Census Tract 3040, Contra Costa County, California",7305,144,6551,239,361,119
6013305000,"Census Tract 3050, Contra Costa County, California",2414,116,1184,173,109,85
6013306001,"Census Tract 3060.01, Contra Costa County, California",3026,88,2301,234,94,96
6013306002,"Census Tract 3060.02, Contra Costa County, California",1178,52,1037,64,11,14
6013307101,"Census Tract 3071.01, Contra Costa County, California",1509,53,1262,106,19,20
6013307102,"Census Tract 3071.02, Contra Costa County, California",1842,56,1431,121,79,51
6013307201,"Census Tract 3072.01, Contra Costa County, California",946,37,666,93,0,132
6013307202,"Census Tract 3072.02, Contra Costa County, California",1615,48,88,82,485,116
6013307204,"Census Tract 3072.04, Contra Costa County, California",1374,63,1310,66,18,27
6013307205,"Census Tract 3072.05, Contra Costa County, California",2746,83,1280,205,311,119
6013308001,"Census Tract 3080.01, Contra Costa County, California",2547,67,2317,136,139,106
6013308002,"Census Tract 3080.02, Contra Costa County, California",1384,48,1384,48,0,132
6013309000,"Census Tract 3090, Contra Costa County, California",1251,62,711,90,339,81
6013310000,"Census Tract 3100, Contra Costa County, California",1641,80,1139,123,51,47
6013311000,"Census Tract 3110, Contra Costa County, California",1571,72,1210,131,122,102
6013312000,"Census Tract 3120, Contra Costa County, California",868,47,597,85,87,66
6013313101,"Census Tract 3131.01, Contra Costa County, California",3216,112,1491,160,180,130
6013313102,"Census Tract 3131.02, Contra Costa County, California",1470,66,928,113,183,74
6013313103,"Census Tract 3131.03, Contra Costa County, California",2559,96,1779,149,76,68
6013313201,"Census Tract 3132.01, Contra Costa County, California",2380,92,1979,131,72,65
6013313202,"Census Tract 3132.02, Contra Costa County, California",3109,94,2493,186,70,62
6013314102,"Census Tract 3141.02, Contra Costa County, California",1934,94,1131,159,237,80
6013314103,"Census Tract 3141.03, Contra Costa County, California",1820,79,856,127,247,99
6013314104,"Census Tract 3141.04, Contra Costa County, California",2596,138,1464,196,316,156
6013314200,"Census Tract 3142, Contra Costa County, California",1984,65,1544,130,29,31
6013315000,"Census Tract 3150, Contra Costa County, California",1389,34,1268,62,114,53
6013316000,"Census Tract 3160, Contra Costa County, California",502,19,59,32,0,132
6013317000,"Census Tract 3170, Contra Costa County, California",1081,53,652,98,15,19
6013318000,"Census Tract 3180, Contra Costa County, California",1700,69,975,125,75,56
6013319000,"Census Tract 3190, Contra Costa County, California",3257,92,2260,197,327,111
6013320001,"Census Tract 3200.01, Contra Costa County, California",1275,113,1096,119,0,132
6013320002,"Census Tract 3200.02, Contra Costa County, California",3616,137,2148,164,506,131
6013321101,"Census Tract 3211.01, Contra Costa County, California",2549,117,1712,135,390,126
6013321102,"Census Tract 3211.02, Contra Costa County, California",2805,65,1818,154,894,151
6013321103,"Census Tract 3211.03, Contra Costa County, California",1952,67,1642,105,104,55
6013321200,"Census Tract 3212, Contra Costa County, California",2426,98,993,172,499,141
6013322000,"Census Tract 3220, Contra Costa County, California",2552,91,1892,150,203,62
6013323000,"Census Tract 3230, Contra Costa County, California",1732,76,1433,106,182,64
6013324000,"Census Tract 3240, Contra Costa County, California",5254,172,1246,190,437,166
6013325000,"Census Tract 3250, Contra Costa County, California",2157,91,1520,115,188,93
6013326000,"Census Tract 3260, Contra Costa County, California",1347,47,1300,58,11,10
6013327000,"Census Tract 3270, Contra Costa County, California",2997,67,1053,149,350,125
6013328000,"Census Tract 3280, Contra Costa County, California",1176,30,127,86,10,17
6013329000,"Census Tract 3290, Contra Costa County, California",2360,63,1790,169,79,67
6013330000,"Census Tract 3300, Contra Costa County, California",1968,57,1916,69,24,36
6013331000,"Census Tract 3310, Contra Costa County, California",2688,110,1757,147,134,66
6013332000,"Census Tract 3320, Contra Costa County, California",2852,74,2260,160,168,93
6013333100,"Census Tract 3331, Contra Costa County, California",3118,77,2244,184,207,68
6013333200,"Census Tract 3332, Contra Costa County, California",2241,55,1655,115,181,112
6013334001,"Census Tract 3340.01, Contra Costa County, California",1441,43,980,103,38,32
6013334003,"Census Tract 3340.03, Contra Costa County, California",1312,37,1215,53,97,45
6013334004,"Census Tract 3340.04, Contra Costa County, California",3322,105,1179,179,434,139
6013334005,"Census Tract 3340.05, Contra Costa County, California",444,20,350,44,74,45
6013335000,"Census Tract 3350, Contra Costa County, California",1293,44,1188,64,29,21
6013336101,"Census Tract 3361.01, Contra Costa County, California",1757,48,300,96,17,20
6013336102,"Census Tract 3361.02, Contra Costa County, California",2669,87,162,88,153,73
6013336200,"Census Tract 3362, Contra Costa County, California",2815,84,1012,128,38,46
6013337100,"Census Tract 3371, Contra Costa County, California",1166,47,945,75,63,60
6013337200,"Census Tract 3372, Contra Costa County, California",3150,80,1390,145,137,72
6013337300,"Census Tract 3373, Contra Costa County, California",2346,47,2023,102,40,40
6013338100,"Census Tract 3381, Contra Costa County, California",3144,60,1855,163,312,140
6013338201,"Census Tract 3382.01, Contra Costa County, California",1403,46,1131,68,125,55
6013338202,"Census Tract 3382.02, Contra Costa County, California",5929,97,949,170,1772,171
6013338301,"Census Tract 3383.01, Contra Costa County, California",1037,45,1037,45,0,132
6013338302,"Census Tract 3383.02, Contra Costa County, California",2162,54,1857,105,171,75
6013339000,"Census Tract 3390, Contra Costa County, California",5268,145,271,112,216,81
6013340001,"Census Tract 3400.01, Contra Costa County, California",2642,65,1298,161,254,112
6013340002,"Census Tract 3400.02, Contra Costa County, California",3177,64,2156,143,708,138
6013341000,"Census Tract 3410, Contra Costa County, California",2223,91,1431,120,41,33
6013342000,"Census Tract 3420, Contra Costa County, California",2405,92,2001,120,19,29
6013343001,"Census Tract 3430.01, Contra Costa County, California",2182,75,1097,139,195,99
6013343002,"Census Tract 3430.02, Contra Costa County, California",2086,94,1212,124,338,96
6013343003,"Census Tract 3430.03, Contra Costa County, California",1539,66,1393,70,43,32
6013344000,"Census Tract 3440, Contra Costa County, California",532,14,393,45,87,41
6013345101,"Census Tract 3451.01, Contra Costa County, California",1655,83,1180,106,44,32
6013345102,"Census Tract 3451.02, Contra Costa County, California",1081,35,1075,36,6,11
6013345103,"Census Tract 3451.03, Contra Costa County, California",1556,55,1331,74,46,30
6013345105,"Census Tract 3451.05, Contra Costa County, California",1999,68,1358,123,500,106
6013345107,"Census Tract 3451.07, Contra Costa County, California",3759,114,2629,145,1017,143
6013345108,"Census Tract 3451.08, Contra Costa County, California",2728,68,1067,132,599,140
6013345109,"Census Tract 3451.09, Contra Costa County, California",3353,82,1763,158,302,89
6013345110,"Census Tract 3451.10, Contra Costa County, California",2220,74,1975,102,128,54
6013345201,"Census Tract 3452.01, Contra Costa County, California",4076,94,3343,181,381,137
6013345202,"Census Tract 3452.02, Contra Costa County, California",2683,71,996,140,760,140
6013346101,"Census Tract 3461.01, Contra Costa County, California",1369,30,1082,65,251,54
6013346102,"Census Tract 3461.02, Contra Costa County, California",2170,57,2138,65,10,15
6013346201,"Census Tract 3462.01, Contra Costa County, California",2621,93,2417,147,89,90
6013346202,"Census Tract 3462.02, Contra Costa County, California",3771,124,3402,131,327,102
6013347000,"Census Tract 3470, Contra Costa County, California",2341,64,2187,106,33,23
6013348000,"Census Tract 3480, Contra Costa County, California",1690,70,1655,79,35,33
6013349000,"Census Tract 3490, Contra Costa County, California",2021,94,1206,110,53,33
6013350000,"Census Tract 3500, Contra Costa County, California",2499,94,1257,129,229,86
6013351100,"Census Tract 3511, Contra Costa County, California",6581,166,102,73,1260,209
6013351200,"Census Tract 3512, Contra Costa County, California",2078,83,2057,89,0,132
6013352101,"Census Tract 3521.01, Contra Costa County, California",814,49,615,65,157,52
6013352102,"Census Tract 3521.02, Contra Costa County, California",1883,88,1610,107,238,75
6013352201,"Census Tract 3522.01, Contra Costa County, California",2281,75,1465,142,26,30
6013352202,"Census Tract 3522.02, Contra Costa County, California",976,41,540,85,328,75
6013353001,"Census Tract 3530.01, Contra Costa County, California",1402,47,1249,80,26,29
6013353002,"Census Tract 3530.02, Contra Costa County, California",1526,47,1490,51,13,19
6013354001,"Census Tract 3540.01, Contra Costa County, California",673,61,654,58,8,17
6013354002,"Census Tract 3540.02, Contra Costa County, California",2614,84,2465,108,42,39
6013355101,"Census Tract 3551.01, Contra Costa County, California",5300,143,4817,214,295,136
6013355104,"Census Tract 3551.04, Contra Costa County, California",9434,187,7627,262,1047,162
6013355106,"Census Tract 3551.06, Contra Costa County, California",5411,163,5020,204,129,76
6013355200,"Census Tract 3552, Contra Costa County, California",2081,73,1347,136,209,152
6013355301,"Census Tract 3553.01, Contra Costa County, California",2842,62,2415,138,168,87
6013355302,"Census Tract 3553.02, Contra Costa County, California",1238,31,1178,60,48,57
6013355303,"Census Tract 3553.03, Contra Costa County, California",452,15,445,19,7,13
6013355304,"Census Tract 3553.04, Contra Costa County, California",2989,126,2023,132,534,111
6013355305,"Census Tract 3553.05, Contra Costa County, California",1407,78,1318,85,89,45
6013356001,"Census Tract 3560.01, Contra Costa County, California",1339,37,1225,78,10,16
6013356002,"Census Tract 3560.02, Contra Costa County, California",2474,138,2035,165,236,121
6013357000,"Census Tract 3570, Contra Costa County, California",1812,49,1121,156,64,41
6013358000,"Census Tract 3580, Contra Costa County, California",2244,91,1588,199,71,64
6013359101,"Census Tract 3591.01, Contra Costa County, California",5714,168,3113,229,1115,225
6013359102,"Census Tract 3591.02, Contra Costa County, California",1897,118,1170,136,169,56
6013359202,"Census Tract 3592.02, Contra Costa County, California",2236,152,2040,174,20,24
6013359203,"Census Tract 3592.03, Contra Costa County, California",2472,121,1653,227,364,109
6013359204,"Census Tract 3592.04, Contra Costa County, California",1555,71,1464,74,64,41
6013360100,"Census Tract 3601, Contra Costa County, California",3465,84,3312,111,37,43
6013360200,"Census Tract 3602, Contra Costa County, California",2110,50,1291,141,23,26
6013361000,"Census Tract 3610, Contra Costa County, California",1820,40,1155,120,100,56
6013362000,"Census Tract 3620, Contra Costa County, California",1275,54,1238,64,16,27
6013363000,"Census Tract 3630, Contra Costa County, California",2941,70,1887,202,455,154
6013364001,"Census Tract 3640.01, Contra Costa County, California",1683,46,1425,85,0,132
6013364002,"Census Tract 3640.02, Contra Costa County, California",2066,59,1644,124,61,61
6013365001,"Census Tract 3650.01, Contra Costa County, California",3973,147,1335,164,369,120
6013365002,"Census Tract 3650.02, Contra Costa County, California",1606,67,857,122,29,36
6013366001,"Census Tract 3660.01, Contra Costa County, California",1401,78,1025,110,61,42
6013366002,"Census Tract 3660.02, Contra Costa County, California",1763,92,1192,105,93,56
6013367100,"Census Tract 3671, Contra Costa County, California",2152,96,1155,150,61,78
6013367200,"Census Tract 3672, Contra Costa County, California",1713,58,1096,114,129,52
6013368000,"Census Tract 3680, Contra Costa County, California",2516,135,1384,202,89,61
6013369001,"Census Tract 3690.01, Contra Costa County, California",2844,148,557,147,146,66
6013369002,"Census Tract 3690.02, Contra Costa County, California",1187,44,726,124,115,48
6013370000,"Census Tract 3700, Contra Costa County, California",1235,49,1044,134,40,38
6013371000,"Census Tract 3710, Contra Costa County, California",2157,73,1566,138,78,57
6013372000,"Census Tract 3720, Contra Costa County, California",2474,92,2266,164,30,34
6013373000,"Census Tract 3730, Contra Costa County, California",1250,45,906,100,0,132
6013374000,"Census Tract 3740, Contra Costa County, California",1919,73,1267,152,49,49
