Id2,Geography,Total; Estimate; Population 25 years and over,Total; Margin of Error; Population 25 years and over,Percent of population 25 years and over  with Bachelor's degree,MOE Percent of population 25 years and over  with Bachelor's degree
6013302003,"Census Tract 3020.03, Contra Costa County, California",6208,424,9.1,3
6013302004,"Census Tract 3020.04, Contra Costa County, California",8179,530,15.5,3.9
6013303100,"Census Tract 3031, Contra Costa County, California",8776,417,17.5,3.1
6013303200,"Census Tract 3032, Contra Costa County, California",23394,875,19,2.2
6013304000,"Census Tract 3040, Contra Costa County, California",11686,774,21.7,3.1
6013305000,"Census Tract 3050, Contra Costa County, California",3417,401,3.9,2.5
6013306001,"Census Tract 3060.01, Contra Costa County, California",5153,449,8.4,2.9
6013306002,"Census Tract 3060.02, Contra Costa County, California",2254,290,10.1,5
6013307101,"Census Tract 3071.01, Contra Costa County, California",2489,198,16,4.8
6013307102,"Census Tract 3071.02, Contra Costa County, California",2972,256,7.6,4.1
6013307201,"Census Tract 3072.01, Contra Costa County, California",1424,185,6.1,5.4
6013307202,"Census Tract 3072.02, Contra Costa County, California",2024,351,8.1,4.5
6013307204,"Census Tract 3072.04, Contra Costa County, California",2554,216,12.6,6.6
6013307205,"Census Tract 3072.05, Contra Costa County, California",3675,428,12.7,5.6
6013308001,"Census Tract 3080.01, Contra Costa County, California",4347,427,19.4,4.6
6013308002,"Census Tract 3080.02, Contra Costa County, California",2773,177,16.3,4.5
6013309000,"Census Tract 3090, Contra Costa County, California",1876,166,14.3,6
6013310000,"Census Tract 3100, Contra Costa County, California",2742,310,6.9,3.1
6013311000,"Census Tract 3110, Contra Costa County, California",2567,382,10.6,5.7
6013312000,"Census Tract 3120, Contra Costa County, California",1437,209,15.2,7.6
6013313101,"Census Tract 3131.01, Contra Costa County, California",4506,484,14.3,4.9
6013313102,"Census Tract 3131.02, Contra Costa County, California",3002,425,9.1,3.3
6013313103,"Census Tract 3131.03, Contra Costa County, California",4518,362,11.1,3.5
6013313201,"Census Tract 3132.01, Contra Costa County, California",4754,346,6.3,2.5
6013313202,"Census Tract 3132.02, Contra Costa County, California",5554,371,10.9,3.5
6013314102,"Census Tract 3141.02, Contra Costa County, California",3840,373,9.2,2.7
6013314103,"Census Tract 3141.03, Contra Costa County, California",2865,198,15.1,4.2
6013314104,"Census Tract 3141.04, Contra Costa County, California",4416,403,6.5,2.8
6013314200,"Census Tract 3142, Contra Costa County, California",3739,366,8.1,3.3
6013315000,"Census Tract 3150, Contra Costa County, California",2908,363,25.5,5.7
6013316000,"Census Tract 3160, Contra Costa County, California",1075,233,8,5.5
6013317000,"Census Tract 3170, Contra Costa County, California",1482,152,13.8,6
6013318000,"Census Tract 3180, Contra Costa County, California",2778,379,20.2,5.4
6013319000,"Census Tract 3190, Contra Costa County, California",5235,413,18.9,3.7
6013320001,"Census Tract 3200.01, Contra Costa County, California",2258,152,13.8,4.5
6013320002,"Census Tract 3200.02, Contra Costa County, California",5626,298,24.6,4.7
6013321101,"Census Tract 3211.01, Contra Costa County, California",4476,347,29.6,5.3
6013321102,"Census Tract 3211.02, Contra Costa County, California",4873,225,31.1,5.5
6013321103,"Census Tract 3211.03, Contra Costa County, California",3420,209,31,5.7
6013321200,"Census Tract 3212, Contra Costa County, California",3597,350,34,5.7
6013322000,"Census Tract 3220, Contra Costa County, California",4565,320,33.3,4.8
6013323000,"Census Tract 3230, Contra Costa County, California",2694,184,31.9,5.7
6013324000,"Census Tract 3240, Contra Costa County, California",7272,500,26.7,3.9
6013325000,"Census Tract 3250, Contra Costa County, California",3771,378,28.5,6.5
6013326000,"Census Tract 3260, Contra Costa County, California",2401,173,34.4,6.3
6013327000,"Census Tract 3270, Contra Costa County, California",4735,447,9.2,3.4
6013328000,"Census Tract 3280, Contra Costa County, California",1757,353,12.2,4.1
6013329000,"Census Tract 3290, Contra Costa County, California",4033,320,12.6,4.3
6013330000,"Census Tract 3300, Contra Costa County, California",3841,283,16.6,4.6
6013331000,"Census Tract 3310, Contra Costa County, California",4564,278,17.1,4.4
6013332000,"Census Tract 3320, Contra Costa County, California",5171,289,19.2,4.5
6013333100,"Census Tract 3331, Contra Costa County, California",5615,357,20.1,5
6013333200,"Census Tract 3332, Contra Costa County, California",3838,252,19.8,4.2
6013334001,"Census Tract 3340.01, Contra Costa County, California",2756,256,18,5.5
6013334003,"Census Tract 3340.03, Contra Costa County, California",2578,132,32.6,5.7
6013334004,"Census Tract 3340.04, Contra Costa County, California",4839,302,27.7,5.5
6013334005,"Census Tract 3340.05, Contra Costa County, California",798,83,25.6,10.8
6013335000,"Census Tract 3350, Contra Costa County, California",2340,222,16.8,5.1
6013336101,"Census Tract 3361.01, Contra Costa County, California",2422,268,12.7,3.7
6013336102,"Census Tract 3361.02, Contra Costa County, California",4499,368,16.6,5.7
6013336200,"Census Tract 3362, Contra Costa County, California",5183,521,8,2.7
6013337100,"Census Tract 3371, Contra Costa County, California",2249,162,32.4,5.3
6013337200,"Census Tract 3372, Contra Costa County, California",5003,352,22.7,4
6013337300,"Census Tract 3373, Contra Costa County, California",4364,292,29.8,4.7
6013338100,"Census Tract 3381, Contra Costa County, California",5415,452,26.1,4.8
6013338201,"Census Tract 3382.01, Contra Costa County, California",2723,209,33.6,6
6013338202,"Census Tract 3382.02, Contra Costa County, California",8293,349,36.6,4.2
6013338301,"Census Tract 3383.01, Contra Costa County, California",2045,106,41.9,6.2
6013338302,"Census Tract 3383.02, Contra Costa County, California",4087,328,38.4,6.1
6013339000,"Census Tract 3390, Contra Costa County, California",6056,561,32.3,4.9
6013340001,"Census Tract 3400.01, Contra Costa County, California",3754,353,27.3,5
6013340002,"Census Tract 3400.02, Contra Costa County, California",5391,267,32.8,4.4
6013341000,"Census Tract 3410, Contra Costa County, California",3963,279,32.9,6.3
6013342000,"Census Tract 3420, Contra Costa County, California",4386,267,38.3,4.6
6013343001,"Census Tract 3430.01, Contra Costa County, California",3463,235,33.8,6
6013343002,"Census Tract 3430.02, Contra Costa County, California",3596,235,27,5.5
6013343003,"Census Tract 3430.03, Contra Costa County, California",2851,158,33.2,7
6013344000,"Census Tract 3440, Contra Costa County, California",843,108,35,12.8
6013345101,"Census Tract 3451.01, Contra Costa County, California",2786,189,33.4,6.2
6013345102,"Census Tract 3451.02, Contra Costa County, California",2141,116,24.2,5.3
6013345103,"Census Tract 3451.03, Contra Costa County, California",2830,173,27.1,4.2
6013345105,"Census Tract 3451.05, Contra Costa County, California",3905,345,35.7,6.2
6013345107,"Census Tract 3451.07, Contra Costa County, California",6587,252,41.4,4.7
6013345108,"Census Tract 3451.08, Contra Costa County, California",4032,253,37.8,5
6013345109,"Census Tract 3451.09, Contra Costa County, California",5752,321,35.9,4.4
6013345110,"Census Tract 3451.10, Contra Costa County, California",4279,223,39,4.9
6013345201,"Census Tract 3452.01, Contra Costa County, California",7152,313,39.7,4.2
6013345202,"Census Tract 3452.02, Contra Costa County, California",4185,285,41.6,4.7
6013346101,"Census Tract 3461.01, Contra Costa County, California",2570,116,37,5.4
6013346102,"Census Tract 3461.02, Contra Costa County, California",4207,232,45,5.4
6013346201,"Census Tract 3462.01, Contra Costa County, California",5397,303,37.3,5.5
6013346202,"Census Tract 3462.02, Contra Costa County, California",7078,283,42.4,4.3
6013347000,"Census Tract 3470, Contra Costa County, California",4556,274,34.2,6.7
6013348000,"Census Tract 3480, Contra Costa County, California",3074,171,40.4,5.2
6013349000,"Census Tract 3490, Contra Costa County, California",3272,261,42.9,6.6
6013350000,"Census Tract 3500, Contra Costa County, California",4129,230,39.5,5.9
6013351100,"Census Tract 3511, Contra Costa County, California",8122,372,29.8,3.4
6013351200,"Census Tract 3512, Contra Costa County, California",3959,176,42.7,5.3
6013352101,"Census Tract 3521.01, Contra Costa County, California",1561,162,36.5,8.1
6013352102,"Census Tract 3521.02, Contra Costa County, California",3528,178,36.8,5.8
6013352201,"Census Tract 3522.01, Contra Costa County, California",3611,261,38.8,5.5
6013352202,"Census Tract 3522.02, Contra Costa County, California",1601,133,42.8,8.6
6013353001,"Census Tract 3530.01, Contra Costa County, California",2579,155,35.5,5.8
6013353002,"Census Tract 3530.02, Contra Costa County, California",2919,176,38.1,6.1
6013354001,"Census Tract 3540.01, Contra Costa County, California",1162,120,27.5,9.4
6013354002,"Census Tract 3540.02, Contra Costa County, California",4645,199,43.6,5.9
6013355101,"Census Tract 3551.01, Contra Costa County, California",9580,557,23.1,3.2
6013355104,"Census Tract 3551.04, Contra Costa County, California",17648,549,39.6,2.4
6013355106,"Census Tract 3551.06, Contra Costa County, California",9736,559,26.4,4.3
6013355200,"Census Tract 3552, Contra Costa County, California",3434,211,25.2,4.7
6013355301,"Census Tract 3553.01, Contra Costa County, California",5504,342,23.9,4.1
6013355302,"Census Tract 3553.02, Contra Costa County, California",2368,110,43.1,6
6013355303,"Census Tract 3553.03, Contra Costa County, California",767,53,33.5,8.7
6013355304,"Census Tract 3553.04, Contra Costa County, California",5432,240,35.4,4.9
6013355305,"Census Tract 3553.05, Contra Costa County, California",2769,171,33.8,5.5
6013356001,"Census Tract 3560.01, Contra Costa County, California",2772,217,15.1,4.6
6013356002,"Census Tract 3560.02, Contra Costa County, California",4584,340,28.6,6.9
6013357000,"Census Tract 3570, Contra Costa County, California",2780,290,19.5,7.2
6013358000,"Census Tract 3580, Contra Costa County, California",3741,264,11.8,3.8
6013359101,"Census Tract 3591.01, Contra Costa County, California",9848,451,32,4.5
6013359102,"Census Tract 3591.02, Contra Costa County, California",3196,304,18.6,4.3
6013359202,"Census Tract 3592.02, Contra Costa County, California",4591,350,24.1,4.9
6013359203,"Census Tract 3592.03, Contra Costa County, California",4650,373,25.9,7.2
6013359204,"Census Tract 3592.04, Contra Costa County, California",3418,333,34.1,5.6
6013360100,"Census Tract 3601, Contra Costa County, California",6601,297,33.2,4.5
6013360200,"Census Tract 3602, Contra Costa County, California",3584,314,17.6,4
6013361000,"Census Tract 3610, Contra Costa County, California",3087,370,25.9,6.4
6013362000,"Census Tract 3620, Contra Costa County, California",2137,176,34.7,7.9
6013363000,"Census Tract 3630, Contra Costa County, California",5384,404,21.6,8.1
6013364001,"Census Tract 3640.01, Contra Costa County, California",3579,274,11.9,5
6013364002,"Census Tract 3640.02, Contra Costa County, California",3664,271,8.2,2.9
6013365001,"Census Tract 3650.01, Contra Costa County, California",7786,1474,23.6,6.4
6013365002,"Census Tract 3650.02, Contra Costa County, California",2765,289,10.8,5.4
6013366001,"Census Tract 3660.01, Contra Costa County, California",2911,214,9,3.5
6013366002,"Census Tract 3660.02, Contra Costa County, California",3484,318,9.8,4.3
6013367100,"Census Tract 3671, Contra Costa County, California",3522,310,19.4,4.7
6013367200,"Census Tract 3672, Contra Costa County, California",3230,301,14.1,3.9
6013368000,"Census Tract 3680, Contra Costa County, California",4707,414,2.9,2.4
6013369001,"Census Tract 3690.01, Contra Costa County, California",5132,478,14.8,3.9
6013369002,"Census Tract 3690.02, Contra Costa County, California",2040,224,16.9,4.7
6013370000,"Census Tract 3700, Contra Costa County, California",2109,194,20.2,5.9
6013371000,"Census Tract 3710, Contra Costa County, California",3641,351,17.6,4.8
6013372000,"Census Tract 3720, Contra Costa County, California",4705,423,13.7,3.7
6013373000,"Census Tract 3730, Contra Costa County, California",2430,253,8.3,5.9
6013374000,"Census Tract 3740, Contra Costa County, California",3586,532,13,4.1
6013375000,"Census Tract 3750, Contra Costa County, California",2464,308,3.3,1.9
6013376000,"Census Tract 3760, Contra Costa County, California",2919,326,7.6,3.7
6013377000,"Census Tract 3770, Contra Costa County, California",3642,529,13.5,5
6013378000,"Census Tract 3780, Contra Costa County, California",2542,369,31.7,6.3
6013379000,"Census Tract 3790, Contra Costa County, California",3357,453,3.6,1.6
6013380000,"Census Tract 3800, Contra Costa County, California",3620,430,30.2,6.6
6013381000,"Census Tract 3810, Contra Costa County, California",3553,562,4.4,2.8
6013382000,"Census Tract 3820, Contra Costa County, California",3674,407,12.5,5.4
6013383000,"Census Tract 3830, Contra Costa County, California",3752,295,28.9,7.8
6013384000,"Census Tract 3840, Contra Costa County, California",2770,192,36.1,6.2
6013385100,"Census Tract 3851, Contra Costa County, California",1899,137,29.4,5.6
6013385200,"Census Tract 3852, Contra Costa County, California",884,146,32.5,12
6013386000,"Census Tract 3860, Contra Costa County, California",2085,239,28.7,5.1
6013387000,"Census Tract 3870, Contra Costa County, California",1783,197,28.9,7.1
6013388000,"Census Tract 3880, Contra Costa County, California",1897,221,29.7,5.7
6013389100,"Census Tract 3891, Contra Costa County, California",1363,148,23.7,6.4
6013389200,"Census Tract 3892, Contra Costa County, California",1810,765,18.9,7.6
6013390100,"Census Tract 3901, Contra Costa County, California",1628,120,36.5,7.6
6013390200,"Census Tract 3902, Contra Costa County, California",1332,160,38.8,7.9
6013391000,"Census Tract 3910, Contra Costa County, California",2183,133,37.7,7.2
6013392000,"Census Tract 3920, Contra Costa County, California",1896,153,27.4,6.3
6015000101,"Census Tract 1.01, Del Norte County, California",2659,278,11.2,5
6015000102,"Census Tract 1.02, Del Norte County, California",2513,273,15,6.1
6015000103,"Census Tract 1.03, Del Norte County, California",5319,341,11.8,3.7
6015000201,"Census Tract 2.01, Del Norte County, California",5241,310,5,1.9
6015000202,"Census Tract 2.02, Del Norte County, California",2801,318,12.9,4.9
6015000203,"Census Tract 2.03, Del Norte County, California",976,220,7.9,7.1
6017030101,"Census Tract 301.01, El Dorado County, California",258,129,28.3,23.3
6017030102,"Census Tract 301.02, El Dorado County, California",2320,338,10.6,5.1
6017030200,"Census Tract 302, El Dorado County, California",3273,426,16.3,5.9
6017030300,"Census Tract 303, El Dorado County, California",4303,482,15,4.8
6017030401,"Census Tract 304.01, El Dorado County, California",2969,342,18.8,5
6017030402,"Census Tract 304.02, El Dorado County, California",2428,331,16.6,6.2
