Id2,Geography,Estimate; Total,Margin of Error; Total
6013352101,"Census Tract 3521.01, Contra Costa County, California",3923,393
6013352102,"Census Tract 3521.02, Contra Costa County, California",5392,270
6013352201,"Census Tract 3522.01, Contra Costa County, California",5536,251
6013352202,"Census Tract 3522.02, Contra Costa County, California",2248,154
6013353001,"Census Tract 3530.01, Contra Costa County, California",3883,247
6013353002,"Census Tract 3530.02, Contra Costa County, California",4153,276
6013354001,"Census Tract 3540.01, Contra Costa County, California",1793,294
6013354002,"Census Tract 3540.02, Contra Costa County, California",6692,280
6013355101,"Census Tract 3551.01, Contra Costa County, California",16640,876
6013355104,"Census Tract 3551.04, Contra Costa County, California",27951,1003
6013355106,"Census Tract 3551.06, Contra Costa County, California",16657,980
6013355200,"Census Tract 3552, Contra Costa County, California",5716,398
6013355301,"Census Tract 3553.01, Contra Costa County, California",8057,348
6013355302,"Census Tract 3553.02, Contra Costa County, California",3636,189
6013355303,"Census Tract 3553.03, Contra Costa County, California",1060,75
6013355304,"Census Tract 3553.04, Contra Costa County, California",7850,352
6013355305,"Census Tract 3553.05, Contra Costa County, California",3979,254
6013356001,"Census Tract 3560.01, Contra Costa County, California",4440,279
6013356002,"Census Tract 3560.02, Contra Costa County, California",6519,534
6013357000,"Census Tract 3570, Contra Costa County, California",3493,466
6013358000,"Census Tract 3580, Contra Costa County, California",5778,401
6013359101,"Census Tract 3591.01, Contra Costa County, California",14554,661
6013359102,"Census Tract 3591.02, Contra Costa County, California",4798,454
6013359202,"Census Tract 3592.02, Contra Costa County, California",6573,427
6013359203,"Census Tract 3592.03, Contra Costa County, California",6798,457
6013359204,"Census Tract 3592.04, Contra Costa County, California",4625,356
6013360100,"Census Tract 3601, Contra Costa County, California",9141,518
6013360200,"Census Tract 3602, Contra Costa County, California",4961,465
6013361000,"Census Tract 3610, Contra Costa County, California",4449,536
6013362000,"Census Tract 3620, Contra Costa County, California",2765,266
6013363000,"Census Tract 3630, Contra Costa County, California",8472,650
6013364001,"Census Tract 3640.01, Contra Costa County, California",5484,503
6013364002,"Census Tract 3640.02, Contra Costa County, California",5644,470
6013365001,"Census Tract 3650.01, Contra Costa County, California",10857,1754
6013365002,"Census Tract 3650.02, Contra Costa County, California",4954,639
6013366001,"Census Tract 3660.01, Contra Costa County, California",4798,446
6013366002,"Census Tract 3660.02, Contra Costa County, California",6194,460
6013367100,"Census Tract 3671, Contra Costa County, California",4734,416
6013367200,"Census Tract 3672, Contra Costa County, California",5199,491
6013368000,"Census Tract 3680, Contra Costa County, California",8541,793
6013369001,"Census Tract 3690.01, Contra Costa County, California",7305,670
6013369002,"Census Tract 3690.02, Contra Costa County, California",2714,337
6013370000,"Census Tract 3700, Contra Costa County, California",3366,603
6013371000,"Census Tract 3710, Contra Costa County, California",5349,531
6013372000,"Census Tract 3720, Contra Costa County, California",7047,757
6013373000,"Census Tract 3730, Contra Costa County, California",4190,575
6013374000,"Census Tract 3740, Contra Costa County, California",5491,848
6013375000,"Census Tract 3750, Contra Costa County, California",4808,609
6013376000,"Census Tract 3760, Contra Costa County, California",5361,609
6013377000,"Census Tract 3770, Contra Costa County, California",6021,985
6013378000,"Census Tract 3780, Contra Costa County, California",3131,462
6013379000,"Census Tract 3790, Contra Costa County, California",5867,720
6013380000,"Census Tract 3800, Contra Costa County, California",5030,659
6013381000,"Census Tract 3810, Contra Costa County, California",6193,938
6013382000,"Census Tract 3820, Contra Costa County, California",6249,691
6013383000,"Census Tract 3830, Contra Costa County, California",4885,405
6013384000,"Census Tract 3840, Contra Costa County, California",3584,271
6013385100,"Census Tract 3851, Contra Costa County, California",2312,157
6013385200,"Census Tract 3852, Contra Costa County, California",1096,168
6013386000,"Census Tract 3860, Contra Costa County, California",2705,286
6013387000,"Census Tract 3870, Contra Costa County, California",2304,203
6013388000,"Census Tract 3880, Contra Costa County, California",2460,214
6013389100,"Census Tract 3891, Contra Costa County, California",2017,301
6013389200,"Census Tract 3892, Contra Costa County, California",2141,764
6013390100,"Census Tract 3901, Contra Costa County, California",2077,181
6013390200,"Census Tract 3902, Contra Costa County, California",1655,168
6013391000,"Census Tract 3910, Contra Costa County, California",2862,221
6013392000,"Census Tract 3920, Contra Costa County, California",2374,197
6015000101,"Census Tract 1.01, Del Norte County, California",4592,383
6015000102,"Census Tract 1.02, Del Norte County, California",3812,417
6015000103,"Census Tract 1.03, Del Norte County, California",8669,533
6015000201,"Census Tract 2.01, Del Norte County, California",6686,480
6015000202,"Census Tract 2.02, Del Norte County, California",3633,383
6015000203,"Census Tract 2.03, Del Norte County, California",1337,297
6017030101,"Census Tract 301.01, El Dorado County, California",357,180
6017030102,"Census Tract 301.02, El Dorado County, California",3808,574
6017030200,"Census Tract 302, El Dorado County, California",5279,656
6017030300,"Census Tract 303, El Dorado County, California",6162,707
6017030401,"Census Tract 304.01, El Dorado County, California",4131,573
6017030402,"Census Tract 304.02, El Dorado County, California",3785,536
6017030501,"Census Tract 305.01, El Dorado County, California",4928,570
6017030502,"Census Tract 305.02, El Dorado County, California",2532,342
6017030503,"Census Tract 305.03, El Dorado County, California",757,229
6017030601,"Census Tract 306.01, El Dorado County, California",4804,284
6017030602,"Census Tract 306.02, El Dorado County, California",6006,460
6017030603,"Census Tract 306.03, El Dorado County, California",2605,273
6017030701,"Census Tract 307.01, El Dorado County, California",6518,389
6017030702,"Census Tract 307.02, El Dorado County, California",8445,373
6017030703,"Census Tract 307.03, El Dorado County, California",16739,742
6017030704,"Census Tract 307.04, El Dorado County, California",5076,360
6017030801,"Census Tract 308.01, El Dorado County, California",3963,333
6017030803,"Census Tract 308.03, El Dorado County, California",7129,517
6017030804,"Census Tract 308.04, El Dorado County, California",5585,711
6017030805,"Census Tract 308.05, El Dorado County, California",11315,610
6017030806,"Census Tract 308.06, El Dorado County, California",5110,496
6017030901,"Census Tract 309.01, El Dorado County, California",2685,302
6017030902,"Census Tract 309.02, El Dorado County, California",5011,335
6017031000,"Census Tract 310, El Dorado County, California",5974,490
6017031100,"Census Tract 311, El Dorado County, California",5128,455
6017031200,"Census Tract 312, El Dorado County, California",5400,514
6017031301,"Census Tract 313.01, El Dorado County, California",2952,366
6017031302,"Census Tract 313.02, El Dorado County, California",4954,539
6017031402,"Census Tract 314.02, El Dorado County, California",4884,667
6017031403,"Census Tract 314.03, El Dorado County, California",74,39
6017031404,"Census Tract 314.04, El Dorado County, California",2322,274
6017031405,"Census Tract 314.05, El Dorado County, California",2394,350
6017031406,"Census Tract 314.06, El Dorado County, California",5559,696
6017031502,"Census Tract 315.02, El Dorado County, California",5830,575
6017031503,"Census Tract 315.03, El Dorado County, California",2592,180
6017031504,"Census Tract 315.04, El Dorado County, California",5148,450
6019000100,"Census Tract 1, Fresno County, California",3537,534
6019000200,"Census Tract 2, Fresno County, California",2416,459
6019000300,"Census Tract 3, Fresno County, California",3091,587
6019000400,"Census Tract 4, Fresno County, California",5413,765
6019000500,"Census Tract 5, Fresno County, California",5822,703
6019000600,"Census Tract 6, Fresno County, California",6322,784
6019000700,"Census Tract 7, Fresno County, California",4159,469
6019000800,"Census Tract 8, Fresno County, California",393,128
6019000900,"Census Tract 9, Fresno County, California",6404,518
6019001000,"Census Tract 10, Fresno County, California",3288,450
6019001100,"Census Tract 11, Fresno County, California",3456,712
6019001201,"Census Tract 12.01, Fresno County, California",5795,637
6019001202,"Census Tract 12.02, Fresno County, California",4316,543
6019001301,"Census Tract 13.01, Fresno County, California",4771,698
6019001302,"Census Tract 13.02, Fresno County, California",8542,597
6019001403,"Census Tract 14.03, Fresno County, California",7104,592
6019001404,"Census Tract 14.04, Fresno County, California",8038,666
6019001405,"Census Tract 14.05, Fresno County, California",6747,897
6019001406,"Census Tract 14.06, Fresno County, California",9080,776
6019001500,"Census Tract 15, Fresno County, California",1793,320
6019001600,"Census Tract 16, Fresno County, California",5013,524
6019001700,"Census Tract 17, Fresno County, California",4783,597
6019001800,"Census Tract 18, Fresno County, California",4267,316
6019001900,"Census Tract 19, Fresno County, California",2663,264
6019002000,"Census Tract 20, Fresno County, California",6532,854
6019002100,"Census Tract 21, Fresno County, California",6067,544
6019002200,"Census Tract 22, Fresno County, California",3946,409
6019002300,"Census Tract 23, Fresno County, California",3213,577
6019002400,"Census Tract 24, Fresno County, California",4072,468
6019002501,"Census Tract 25.01, Fresno County, California",4493,532
6019002502,"Census Tract 25.02, Fresno County, California",5753,667
6019002601,"Census Tract 26.01, Fresno County, California",5639,529
6019002602,"Census Tract 26.02, Fresno County, California",3198,249
6019002701,"Census Tract 27.01, Fresno County, California",4093,512
6019002702,"Census Tract 27.02, Fresno County, California",5388,526
6019002800,"Census Tract 28, Fresno County, California",4616,530
6019002901,"Census Tract 29.01, Fresno County, California",8426,733
6019002902,"Census Tract 29.02, Fresno County, California",7125,705
6019003001,"Census Tract 30.01, Fresno County, California",2914,358
6019003002,"Census Tract 30.02, Fresno County, California",6673,675
6019003101,"Census Tract 31.01, Fresno County, California",9209,560
