Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
6013345107,"Census Tract 3451.07, Contra Costa County, California",872600,25531
6013345108,"Census Tract 3451.08, Contra Costa County, California",723400,54148
6013345109,"Census Tract 3451.09, Contra Costa County, California",870800,26225
6013345110,"Census Tract 3451.10, Contra Costa County, California",826600,28777
6013345201,"Census Tract 3452.01, Contra Costa County, California","1,000,000+",***
6013345202,"Census Tract 3452.02, Contra Costa County, California",713500,54705
6013346101,"Census Tract 3461.01, Contra Costa County, California",905300,36980
6013346102,"Census Tract 3461.02, Contra Costa County, California","1,000,000+",***
6013346201,"Census Tract 3462.01, Contra Costa County, California","1,000,000+",***
6013346202,"Census Tract 3462.02, Contra Costa County, California","1,000,000+",***
6013347000,"Census Tract 3470, Contra Costa County, California",967900,42471
6013348000,"Census Tract 3480, Contra Costa County, California","1,000,000+",***
6013349000,"Census Tract 3490, Contra Costa County, California","1,000,000+",***
6013350000,"Census Tract 3500, Contra Costa County, California",956800,59176
6013351100,"Census Tract 3511, Contra Costa County, California",329300,17122
6013351200,"Census Tract 3512, Contra Costa County, California","1,000,000+",***
6013352101,"Census Tract 3521.01, Contra Costa County, California","1,000,000+",***
6013352102,"Census Tract 3521.02, Contra Costa County, California","1,000,000+",***
6013352201,"Census Tract 3522.01, Contra Costa County, California",900600,45022
6013352202,"Census Tract 3522.02, Contra Costa County, California",783600,70500
6013353001,"Census Tract 3530.01, Contra Costa County, California","1,000,000+",***
6013353002,"Census Tract 3530.02, Contra Costa County, California","1,000,000+",***
6013354001,"Census Tract 3540.01, Contra Costa County, California",961800,80270
6013354002,"Census Tract 3540.02, Contra Costa County, California","1,000,000+",***
6013355101,"Census Tract 3551.01, Contra Costa County, California",533700,25920
6013355104,"Census Tract 3551.04, Contra Costa County, California","1,000,000+",***
6013355106,"Census Tract 3551.06, Contra Costa County, California",568200,21546
6013355200,"Census Tract 3552, Contra Costa County, California",546600,46695
6013355301,"Census Tract 3553.01, Contra Costa County, California",665900,28139
6013355302,"Census Tract 3553.02, Contra Costa County, California",962700,55371
6013355303,"Census Tract 3553.03, Contra Costa County, California",830700,53342
6013355304,"Census Tract 3553.04, Contra Costa County, California",672600,19881
6013355305,"Census Tract 3553.05, Contra Costa County, California",691200,31241
6013356001,"Census Tract 3560.01, Contra Costa County, California",546100,40803
6013356002,"Census Tract 3560.02, Contra Costa County, California",688700,53357
6013357000,"Census Tract 3570, Contra Costa County, California",484800,51642
6013358000,"Census Tract 3580, Contra Costa County, California",476900,39274
6013359101,"Census Tract 3591.01, Contra Costa County, California",535000,38698
6013359102,"Census Tract 3591.02, Contra Costa County, California",466900,36068
6013359202,"Census Tract 3592.02, Contra Costa County, California",567600,24111
6013359203,"Census Tract 3592.03, Contra Costa County, California",443500,41000
6013359204,"Census Tract 3592.04, Contra Costa County, California",578600,35618
6013360100,"Census Tract 3601, Contra Costa County, California",596100,23833
6013360200,"Census Tract 3602, Contra Costa County, California",471700,49149
6013361000,"Census Tract 3610, Contra Costa County, California",455200,66834
6013362000,"Census Tract 3620, Contra Costa County, California",441900,41688
6013363000,"Census Tract 3630, Contra Costa County, California",451300,47428
6013364001,"Census Tract 3640.01, Contra Costa County, California",389100,101346
6013364002,"Census Tract 3640.02, Contra Costa County, California",466400,19083
6013365001,"Census Tract 3650.01, Contra Costa County, California",483600,34717
6013365002,"Census Tract 3650.02, Contra Costa County, California",371600,130972
6013366001,"Census Tract 3660.01, Contra Costa County, California",387500,34949
6013366002,"Census Tract 3660.02, Contra Costa County, California",406700,36113
6013367100,"Census Tract 3671, Contra Costa County, California",432700,39719
6013367200,"Census Tract 3672, Contra Costa County, California",430300,23072
6013368000,"Census Tract 3680, Contra Costa County, California",353700,49871
6013369001,"Census Tract 3690.01, Contra Costa County, California",331100,47902
6013369002,"Census Tract 3690.02, Contra Costa County, California",450000,52936
6013370000,"Census Tract 3700, Contra Costa County, California",467900,38421
6013371000,"Census Tract 3710, Contra Costa County, California",425200,22635
6013372000,"Census Tract 3720, Contra Costa County, California",399600,28867
6013373000,"Census Tract 3730, Contra Costa County, California",361800,38070
6013374000,"Census Tract 3740, Contra Costa County, California",429200,18214
6013375000,"Census Tract 3750, Contra Costa County, California",367100,55016
6013376000,"Census Tract 3760, Contra Costa County, California",343700,63668
6013377000,"Census Tract 3770, Contra Costa County, California",140200,83934
6013378000,"Census Tract 3780, Contra Costa County, California",597000,57209
6013379000,"Census Tract 3790, Contra Costa County, California",353200,30883
6013380000,"Census Tract 3800, Contra Costa County, California",446800,26957
6013381000,"Census Tract 3810, Contra Costa County, California",376000,40627
6013382000,"Census Tract 3820, Contra Costa County, California",386500,45132
6013383000,"Census Tract 3830, Contra Costa County, California",470900,21469
6013384000,"Census Tract 3840, Contra Costa County, California",649800,35603
6013385100,"Census Tract 3851, Contra Costa County, California",770700,58032
6013385200,"Census Tract 3852, Contra Costa County, California",625600,54412
6013386000,"Census Tract 3860, Contra Costa County, California",473900,47036
6013387000,"Census Tract 3870, Contra Costa County, California",425500,31133
6013388000,"Census Tract 3880, Contra Costa County, California",526900,46381
6013389100,"Census Tract 3891, Contra Costa County, California",517600,51253
6013389200,"Census Tract 3892, Contra Costa County, California",421700,330472
6013390100,"Census Tract 3901, Contra Costa County, California",666500,41958
6013390200,"Census Tract 3902, Contra Costa County, California",626800,22389
6013391000,"Census Tract 3910, Contra Costa County, California",811700,78270
6013392000,"Census Tract 3920, Contra Costa County, California",731200,47097
6015000101,"Census Tract 1.01, Del Norte County, California",171600,14315
6015000102,"Census Tract 1.02, Del Norte County, California",308900,45962
6015000103,"Census Tract 1.03, Del Norte County, California",240200,18485
6015000201,"Census Tract 2.01, Del Norte County, California",315100,40936
6015000202,"Census Tract 2.02, Del Norte County, California",253400,45983
6015000203,"Census Tract 2.03, Del Norte County, California",137800,21047
6017030101,"Census Tract 301.01, El Dorado County, California",790600,179492
6017030102,"Census Tract 301.02, El Dorado County, California",382500,119403
6017030200,"Census Tract 302, El Dorado County, California",381500,38625
6017030300,"Census Tract 303, El Dorado County, California",376300,22349
6017030401,"Census Tract 304.01, El Dorado County, California",583300,97946
6017030402,"Census Tract 304.02, El Dorado County, California",260900,122145
6017030501,"Census Tract 305.01, El Dorado County, California",519100,65785
6017030502,"Census Tract 305.02, El Dorado County, California",496800,50424
6017030503,"Census Tract 305.03, El Dorado County, California",497100,102890
6017030601,"Census Tract 306.01, El Dorado County, California",466900,32332
6017030602,"Census Tract 306.02, El Dorado County, California",363600,19372
6017030603,"Census Tract 306.03, El Dorado County, California",378800,36155
6017030701,"Census Tract 307.01, El Dorado County, California",653400,35814
6017030702,"Census Tract 307.02, El Dorado County, California",615700,34170
6017030703,"Census Tract 307.03, El Dorado County, California",668400,21887
6017030704,"Census Tract 307.04, El Dorado County, California",584500,38251
6017030801,"Census Tract 308.01, El Dorado County, California",581500,89913
6017030803,"Census Tract 308.03, El Dorado County, California",509900,43094
6017030804,"Census Tract 308.04, El Dorado County, California",582500,71997
6017030805,"Census Tract 308.05, El Dorado County, California",469000,15182
6017030806,"Census Tract 308.06, El Dorado County, California",400100,24473
6017030901,"Census Tract 309.01, El Dorado County, California",583500,32026
6017030902,"Census Tract 309.02, El Dorado County, California",619100,42297
6017031000,"Census Tract 310, El Dorado County, California",370100,28847
6017031100,"Census Tract 311, El Dorado County, California",383500,27003
6017031200,"Census Tract 312, El Dorado County, California",392200,24777
6017031301,"Census Tract 313.01, El Dorado County, California",409600,51573
6017031302,"Census Tract 313.02, El Dorado County, California",337800,21438
6017031402,"Census Tract 314.02, El Dorado County, California",450900,36394
6017031403,"Census Tract 314.03, El Dorado County, California",190400,11810
6017031404,"Census Tract 314.04, El Dorado County, California",532900,58820
6017031405,"Census Tract 314.05, El Dorado County, California",377700,28250
6017031406,"Census Tract 314.06, El Dorado County, California",364300,18394
6017031502,"Census Tract 315.02, El Dorado County, California",305200,38091
6017031503,"Census Tract 315.03, El Dorado County, California",493400,40016
6017031504,"Census Tract 315.04, El Dorado County, California",353900,22828
6019000100,"Census Tract 1, Fresno County, California",375000,488953
6019000200,"Census Tract 2, Fresno County, California",165600,74409
6019000300,"Census Tract 3, Fresno County, California",134500,12323
6019000400,"Census Tract 4, Fresno County, California",156100,30215
