Id2,Geography,All families - Total; Estimate; Families,All families - Total; Margin of Error; Families,All families - Percent  below poverty level; Estimate; Families,All families - Percent  below poverty level; Margin of Error; Families
6013306002,"Census Tract 3060.02, Contra Costa County, California",887,114,6,5.2
6013307101,"Census Tract 3071.01, Contra Costa County, California",1075,109,10.9,6.1
6013307102,"Census Tract 3071.02, Contra Costa County, California",1075,137,6.1,4.4
6013307201,"Census Tract 3072.01, Contra Costa County, California",616,96,26.8,11.9
6013307202,"Census Tract 3072.02, Contra Costa County, California",843,182,25.5,11.1
6013307204,"Census Tract 3072.04, Contra Costa County, California",1051,86,4.4,4
6013307205,"Census Tract 3072.05, Contra Costa County, California",1434,209,19.3,10.3
6013308001,"Census Tract 3080.01, Contra Costa County, California",1926,165,14.7,6.7
6013308002,"Census Tract 3080.02, Contra Costa County, California",1163,99,4.6,5.5
6013309000,"Census Tract 3090, Contra Costa County, California",647,90,14.7,9
6013310000,"Census Tract 3100, Contra Costa County, California",1043,129,17.3,7.9
6013311000,"Census Tract 3110, Contra Costa County, California",1076,130,14.9,8.1
6013312000,"Census Tract 3120, Contra Costa County, California",539,98,32.7,12.1
6013313101,"Census Tract 3131.01, Contra Costa County, California",1803,242,3.4,2.5
6013313102,"Census Tract 3131.02, Contra Costa County, California",906,106,6.3,5.4
6013313103,"Census Tract 3131.03, Contra Costa County, California",1837,182,5.9,3.6
6013313201,"Census Tract 3132.01, Contra Costa County, California",1922,153,15.1,6.8
6013313202,"Census Tract 3132.02, Contra Costa County, California",2319,191,6.6,5.1
6013314102,"Census Tract 3141.02, Contra Costa County, California",1467,136,7.2,4
6013314103,"Census Tract 3141.03, Contra Costa County, California",1231,136,24.9,8.2
6013314104,"Census Tract 3141.04, Contra Costa County, California",1755,177,17.9,7.9
6013314200,"Census Tract 3142, Contra Costa County, California",1509,136,15,6.7
6013315000,"Census Tract 3150, Contra Costa County, California",979,98,3.7,3.8
6013316000,"Census Tract 3160, Contra Costa County, California",107,35,0,30.2
6013317000,"Census Tract 3170, Contra Costa County, California",406,74,13.5,10.1
6013318000,"Census Tract 3180, Contra Costa County, California",890,169,2.4,2.5
6013319000,"Census Tract 3190, Contra Costa County, California",2059,216,4.9,3.1
6013320001,"Census Tract 3200.01, Contra Costa County, California",909,121,13.1,8.5
6013320002,"Census Tract 3200.02, Contra Costa County, California",2357,183,6.7,4.5
6013321101,"Census Tract 3211.01, Contra Costa County, California",1669,143,4.3,3.6
6013321102,"Census Tract 3211.02, Contra Costa County, California",1855,187,2,2.2
6013321103,"Census Tract 3211.03, Contra Costa County, California",1392,124,3,2.8
6013321200,"Census Tract 3212, Contra Costa County, California",1207,164,8.2,5.8
6013322000,"Census Tract 3220, Contra Costa County, California",1627,139,1,1.7
6013323000,"Census Tract 3230, Contra Costa County, California",1015,125,3,4.4
6013324000,"Census Tract 3240, Contra Costa County, California",1762,221,4.1,3.4
6013325000,"Census Tract 3250, Contra Costa County, California",1243,150,1.4,2.4
6013326000,"Census Tract 3260, Contra Costa County, California",987,101,2.7,3.1
6013327000,"Census Tract 3270, Contra Costa County, California",1578,200,6.1,4.1
6013328000,"Census Tract 3280, Contra Costa County, California",348,99,8.9,13.4
6013329000,"Census Tract 3290, Contra Costa County, California",1361,165,0.7,1.2
6013330000,"Census Tract 3300, Contra Costa County, California",1395,113,2.4,2.1
6013331000,"Census Tract 3310, Contra Costa County, California",1552,166,4.1,3.4
6013332000,"Census Tract 3320, Contra Costa County, California",2071,169,5,3.6
6013333100,"Census Tract 3331, Contra Costa County, California",2159,185,3.2,2.9
6013333200,"Census Tract 3332, Contra Costa County, California",1562,157,3.8,4.7
6013334001,"Census Tract 3340.01, Contra Costa County, California",812,104,2.5,3.1
6013334003,"Census Tract 3340.03, Contra Costa County, California",1137,62,3.7,3
6013334004,"Census Tract 3340.04, Contra Costa County, California",1833,200,8.2,4.2
6013334005,"Census Tract 3340.05, Contra Costa County, California",339,60,8.8,8.5
6013335000,"Census Tract 3350, Contra Costa County, California",853,106,6,6
6013336101,"Census Tract 3361.01, Contra Costa County, California",931,123,10.3,6.2
6013336102,"Census Tract 3361.02, Contra Costa County, California",1532,217,14.4,6.5
6013336200,"Census Tract 3362, Contra Costa County, California",1775,187,16.6,7.3
6013337100,"Census Tract 3371, Contra Costa County, California",808,93,5.3,6.3
6013337200,"Census Tract 3372, Contra Costa County, California",1637,165,7.6,4.2
6013337300,"Census Tract 3373, Contra Costa County, California",1919,123,1.5,1.7
6013338100,"Census Tract 3381, Contra Costa County, California",2111,229,9.8,5.7
6013338201,"Census Tract 3382.01, Contra Costa County, California",1104,74,0.5,1
6013338202,"Census Tract 3382.02, Contra Costa County, California",2568,228,2.3,2
6013338301,"Census Tract 3383.01, Contra Costa County, California",895,53,3.4,3.7
6013338302,"Census Tract 3383.02, Contra Costa County, California",1654,126,0,2.4
6013339000,"Census Tract 3390, Contra Costa County, California",1720,282,5.2,4.3
6013340001,"Census Tract 3400.01, Contra Costa County, California",1228,151,3.3,3.3
6013340002,"Census Tract 3400.02, Contra Costa County, California",1992,153,0,2
6013341000,"Census Tract 3410, Contra Costa County, California",1337,178,0.4,1.1
6013342000,"Census Tract 3420, Contra Costa County, California",1453,125,2.1,2.4
6013343001,"Census Tract 3430.01, Contra Costa County, California",1159,106,0.9,1.4
6013343002,"Census Tract 3430.02, Contra Costa County, California",1257,119,2.7,3.1
6013343003,"Census Tract 3430.03, Contra Costa County, California",1185,89,4.6,3.4
6013344000,"Census Tract 3440, Contra Costa County, California",379,59,7.9,12.6
6013345101,"Census Tract 3451.01, Contra Costa County, California",1100,89,0.9,1.5
6013345102,"Census Tract 3451.02, Contra Costa County, California",872,68,0,4.5
6013345103,"Census Tract 3451.03, Contra Costa County, California",1150,69,1,1.5
6013345105,"Census Tract 3451.05, Contra Costa County, California",1597,116,0.6,0.9
6013345107,"Census Tract 3451.07, Contra Costa County, California",2910,136,2.7,2.1
6013345108,"Census Tract 3451.08, Contra Costa County, California",1341,160,2.3,2.2
6013345109,"Census Tract 3451.09, Contra Costa County, California",2284,140,3.2,1.9
6013345110,"Census Tract 3451.10, Contra Costa County, California",1897,112,0,2.1
6013345201,"Census Tract 3452.01, Contra Costa County, California",2825,195,4.5,2.9
6013345202,"Census Tract 3452.02, Contra Costa County, California",1631,159,1,1.3
6013346101,"Census Tract 3461.01, Contra Costa County, California",1137,74,0.8,1.3
6013346102,"Census Tract 3461.02, Contra Costa County, California",1941,109,3,3
6013346201,"Census Tract 3462.01, Contra Costa County, California",2353,138,1.4,1.7
6013346202,"Census Tract 3462.02, Contra Costa County, California",3182,158,4.5,3
6013347000,"Census Tract 3470, Contra Costa County, California",1828,111,0,2.2
6013348000,"Census Tract 3480, Contra Costa County, California",1331,90,1.7,1.8
6013349000,"Census Tract 3490, Contra Costa County, California",1318,108,3.3,2.4
6013350000,"Census Tract 3500, Contra Costa County, California",1550,147,1.7,2
6013351100,"Census Tract 3511, Contra Costa County, California",1832,202,1.1,1.8
6013351200,"Census Tract 3512, Contra Costa County, California",1721,83,1,1.7
6013352101,"Census Tract 3521.01, Contra Costa County, California",617,65,4.7,5.4
6013352102,"Census Tract 3521.02, Contra Costa County, California",1499,92,0.6,0.9
6013352201,"Census Tract 3522.01, Contra Costa County, California",1495,142,5.3,4.2
6013352202,"Census Tract 3522.02, Contra Costa County, California",630,73,6,5.7
6013353001,"Census Tract 3530.01, Contra Costa County, California",1147,80,1.3,1.9
6013353002,"Census Tract 3530.02, Contra Costa County, California",1217,87,1,1.3
6013354001,"Census Tract 3540.01, Contra Costa County, California",471,81,0,8.1
6013354002,"Census Tract 3540.02, Contra Costa County, California",1958,128,0,2
6013355101,"Census Tract 3551.01, Contra Costa County, California",4261,225,6.3,3
6013355104,"Census Tract 3551.04, Contra Costa County, California",7590,298,2.1,1
6013355106,"Census Tract 3551.06, Contra Costa County, California",4172,247,4.4,2.2
6013355200,"Census Tract 3552, Contra Costa County, California",1485,106,3.6,3.3
6013355301,"Census Tract 3553.01, Contra Costa County, California",2282,129,1.2,1.7
6013355302,"Census Tract 3553.02, Contra Costa County, California",1052,76,0,3.7
6013355303,"Census Tract 3553.03, Contra Costa County, California",323,48,0,11.6
6013355304,"Census Tract 3553.04, Contra Costa County, California",2143,135,1.1,1.2
6013355305,"Census Tract 3553.05, Contra Costa County, California",1095,96,1.5,1.7
6013356001,"Census Tract 3560.01, Contra Costa County, California",1118,78,9,6.7
6013356002,"Census Tract 3560.02, Contra Costa County, California",1946,195,3.2,2.9
6013357000,"Census Tract 3570, Contra Costa County, California",829,133,4.1,4
6013358000,"Census Tract 3580, Contra Costa County, California",1476,147,16.9,9.1
6013359101,"Census Tract 3591.01, Contra Costa County, California",3964,245,1.7,1.2
6013359102,"Census Tract 3591.02, Contra Costa County, California",1223,143,7.3,5
6013359202,"Census Tract 3592.02, Contra Costa County, California",1764,158,1.9,1.9
6013359203,"Census Tract 3592.03, Contra Costa County, California",2095,145,9.7,7
6013359204,"Census Tract 3592.04, Contra Costa County, California",1298,102,0,3
6013360100,"Census Tract 3601, Contra Costa County, California",2579,183,5.5,2.9
6013360200,"Census Tract 3602, Contra Costa County, California",1269,124,5.2,3.9
6013361000,"Census Tract 3610, Contra Costa County, California",1078,155,6.4,6
6013362000,"Census Tract 3620, Contra Costa County, California",786,102,1.9,2.9
6013363000,"Census Tract 3630, Contra Costa County, California",1966,208,4,3.5
6013364001,"Census Tract 3640.01, Contra Costa County, California",1220,119,6,4.3
6013364002,"Census Tract 3640.02, Contra Costa County, California",1340,122,5.6,3.3
6013365001,"Census Tract 3650.01, Contra Costa County, California",2376,212,2,1.7
6013365002,"Census Tract 3650.02, Contra Costa County, California",1090,128,22.1,8.1
6013366001,"Census Tract 3660.01, Contra Costa County, California",1000,103,3.8,4.2
6013366002,"Census Tract 3660.02, Contra Costa County, California",1392,133,14.6,6.6
6013367100,"Census Tract 3671, Contra Costa County, California",1261,131,7.4,5.7
6013367200,"Census Tract 3672, Contra Costa County, California",1131,120,9,5.4
6013368000,"Census Tract 3680, Contra Costa County, California",1828,192,22.8,8.5
6013369001,"Census Tract 3690.01, Contra Costa County, California",1404,190,16.2,8.5
6013369002,"Census Tract 3690.02, Contra Costa County, California",664,137,8.9,7.4
6013370000,"Census Tract 3700, Contra Costa County, California",900,108,2,2.6
6013371000,"Census Tract 3710, Contra Costa County, California",1328,168,8.4,6.1
6013372000,"Census Tract 3720, Contra Costa County, California",1626,179,12.8,7.7
6013373000,"Census Tract 3730, Contra Costa County, California",908,104,14,8.3
6013374000,"Census Tract 3740, Contra Costa County, California",1088,161,18.8,11
6013375000,"Census Tract 3750, Contra Costa County, California",993,114,20.9,6.5
6013376000,"Census Tract 3760, Contra Costa County, California",1114,151,32,7.8
6013377000,"Census Tract 3770, Contra Costa County, California",1246,266,24.2,11.5
6013378000,"Census Tract 3780, Contra Costa County, California",859,115,0,4.5
6013379000,"Census Tract 3790, Contra Costa County, California",1252,128,28.4,7.9
6013380000,"Census Tract 3800, Contra Costa County, California",1184,198,13.6,8.4
6013381000,"Census Tract 3810, Contra Costa County, California",1326,189,8.5,6.8
6013382000,"Census Tract 3820, Contra Costa County, California",1631,263,24.8,11.5
6013383000,"Census Tract 3830, Contra Costa County, California",993,174,10.4,8.4
6013384000,"Census Tract 3840, Contra Costa County, California",1047,118,3.2,3.7
6013385100,"Census Tract 3851, Contra Costa County, California",706,72,0,5.5
6013385200,"Census Tract 3852, Contra Costa County, California",311,64,0,12.1
6013386000,"Census Tract 3860, Contra Costa County, California",682,116,10.3,8.4
6013387000,"Census Tract 3870, Contra Costa County, California",621,76,6.9,8.4
6013388000,"Census Tract 3880, Contra Costa County, California",607,104,1.3,2.2
6013389100,"Census Tract 3891, Contra Costa County, California",434,69,6.9,10.3
6013389200,"Census Tract 3892, Contra Costa County, California",320,75,36.3,24.6
6013390100,"Census Tract 3901, Contra Costa County, California",583,86,4.5,5.2
6013390200,"Census Tract 3902, Contra Costa County, California",422,51,1.9,2.9
6013391000,"Census Tract 3910, Contra Costa County, California",745,82,1.6,2.6
6013392000,"Census Tract 3920, Contra Costa County, California",694,78,1.6,2.5
6015000101,"Census Tract 1.01, Del Norte County, California",1066,167,28,9.5
6015000102,"Census Tract 1.02, Del Norte County, California",1008,123,8.5,4.7
6015000103,"Census Tract 1.03, Del Norte County, California",1946,228,15.2,6
6015000201,"Census Tract 2.01, Del Norte County, California",936,139,20.8,10.6
6015000202,"Census Tract 2.02, Del Norte County, California",921,131,1.8,2.3
6015000203,"Census Tract 2.03, Del Norte County, California",251,68,17.9,11
6017030101,"Census Tract 301.01, El Dorado County, California",63,48,55.6,41.7
6017030102,"Census Tract 301.02, El Dorado County, California",600,149,22.8,14.7
6017030200,"Census Tract 302, El Dorado County, California",1063,196,31.5,9.1
6017030300,"Census Tract 303, El Dorado County, California",1341,240,6.9,6.7
6017030401,"Census Tract 304.01, El Dorado County, California",1042,178,4.3,5.8
6017030402,"Census Tract 304.02, El Dorado County, California",806,182,5,6.3
6017030501,"Census Tract 305.01, El Dorado County, California",1195,197,2.4,2.6
6017030502,"Census Tract 305.02, El Dorado County, California",813,123,3,2.8
6017030503,"Census Tract 305.03, El Dorado County, California",224,73,4,7.4
6017030601,"Census Tract 306.01, El Dorado County, California",1440,126,2.3,2.6
6017030602,"Census Tract 306.02, El Dorado County, California",1978,190,7,5.4
6017030603,"Census Tract 306.03, El Dorado County, California",812,109,3.2,3.1
6017030701,"Census Tract 307.01, El Dorado County, California",1878,124,1.2,1.3
6017030702,"Census Tract 307.02, El Dorado County, California",2259,170,1.8,1.7
6017030703,"Census Tract 307.03, El Dorado County, California",4637,239,3.1,1.9
