Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
6009000400,"Census Tract 4, Calaveras County, California",1871,201,1543,207,328,116
6009000500,"Census Tract 5, Calaveras County, California",2425,314,1971,272,454,192
6011000100,"Census Tract 1, Colusa County, California",1615,163,971,185,644,176
6011000200,"Census Tract 2, Colusa County, California",1784,121,1312,149,472,117
6011000300,"Census Tract 3, Colusa County, California",1426,484,808,312,618,233
6011000400,"Census Tract 4, Colusa County, California",838,100,586,71,252,71
6011000500,"Census Tract 5, Colusa County, California",1027,127,677,130,350,115
6013301000,"Census Tract 3010, Contra Costa County, California",1574,166,1267,188,307,138
6013302002,"Census Tract 3020.02, Contra Costa County, California",3044,199,2108,238,936,217
6013302003,"Census Tract 3020.03, Contra Costa County, California",3417,209,2834,233,583,164
6013302004,"Census Tract 3020.04, Contra Costa County, California",3979,212,3279,243,700,217
6013303100,"Census Tract 3031, Contra Costa County, California",4723,225,3439,246,1284,224
6013303200,"Census Tract 3032, Contra Costa County, California",12143,416,10575,461,1568,298
6013304000,"Census Tract 3040, Contra Costa County, California",6106,349,5344,393,762,258
6013305000,"Census Tract 3050, Contra Costa County, California",2047,183,625,105,1422,200
6013306001,"Census Tract 3060.01, Contra Costa County, California",2766,178,1543,225,1223,229
6013306002,"Census Tract 3060.02, Contra Costa County, California",1121,78,895,108,226,93
6013307101,"Census Tract 3071.01, Contra Costa County, California",1452,71,1028,118,424,113
6013307102,"Census Tract 3071.02, Contra Costa County, California",1675,120,1004,132,671,152
6013307201,"Census Tract 3072.01, Contra Costa County, California",832,78,444,89,388,79
6013307202,"Census Tract 3072.02, Contra Costa County, California",1328,139,400,125,928,159
6013307204,"Census Tract 3072.04, Contra Costa County, California",1282,75,1074,95,208,80
6013307205,"Census Tract 3072.05, Contra Costa County, California",2447,169,1275,242,1172,249
6013308001,"Census Tract 3080.01, Contra Costa County, California",2270,169,1659,186,611,154
6013308002,"Census Tract 3080.02, Contra Costa County, California",1352,72,1204,96,148,87
6013309000,"Census Tract 3090, Contra Costa County, California",1011,91,764,102,247,88
6013310000,"Census Tract 3100, Contra Costa County, California",1443,108,752,126,691,129
6013311000,"Census Tract 3110, Contra Costa County, California",1343,114,575,117,768,153
6013312000,"Census Tract 3120, Contra Costa County, California",789,78,357,90,432,93
6013313101,"Census Tract 3131.01, Contra Costa County, California",2862,206,1463,165,1399,190
6013313102,"Census Tract 3131.02, Contra Costa County, California",1340,96,758,108,582,108
6013313103,"Census Tract 3131.03, Contra Costa County, California",2376,136,1506,172,870,173
6013313201,"Census Tract 3132.01, Contra Costa County, California",2269,111,1554,165,715,159
6013313202,"Census Tract 3132.02, Contra Costa County, California",2895,147,2093,211,802,212
6013314102,"Census Tract 3141.02, Contra Costa County, California",1766,138,1418,164,348,133
6013314103,"Census Tract 3141.03, Contra Costa County, California",1710,106,820,123,890,137
6013314104,"Census Tract 3141.04, Contra Costa County, California",2392,168,1342,170,1050,173
6013314200,"Census Tract 3142, Contra Costa County, California",1812,119,1401,168,411,119
6013315000,"Census Tract 3150, Contra Costa County, California",1375,40,1222,81,153,73
6013316000,"Census Tract 3160, Contra Costa County, California",384,57,25,33,359,52
6013317000,"Census Tract 3170, Contra Costa County, California",1020,85,456,90,564,104
6013318000,"Census Tract 3180, Contra Costa County, California",1616,86,783,119,833,123
6013319000,"Census Tract 3190, Contra Costa County, California",3106,141,1960,213,1146,207
6013320001,"Census Tract 3200.01, Contra Costa County, California",1244,107,883,111,361,108
6013320002,"Census Tract 3200.02, Contra Costa County, California",3406,166,2645,168,761,189
6013321101,"Census Tract 3211.01, Contra Costa County, California",2482,134,2006,171,476,162
6013321102,"Census Tract 3211.02, Contra Costa County, California",2767,83,2622,105,145,79
6013321103,"Census Tract 3211.03, Contra Costa County, California",1851,87,1509,109,342,89
6013321200,"Census Tract 3212, Contra Costa County, California",2333,126,1312,173,1021,154
6013322000,"Census Tract 3220, Contra Costa County, California",2412,117,1874,161,538,158
6013323000,"Census Tract 3230, Contra Costa County, California",1585,113,1339,120,246,75
6013324000,"Census Tract 3240, Contra Costa County, California",4979,206,1293,199,3686,247
6013325000,"Census Tract 3250, Contra Costa County, California",2032,146,1467,160,565,153
6013326000,"Census Tract 3260, Contra Costa County, California",1321,55,1144,72,177,73
6013327000,"Census Tract 3270, Contra Costa County, California",2772,154,2247,173,525,162
6013328000,"Census Tract 3280, Contra Costa County, California",1087,79,94,57,993,98
6013329000,"Census Tract 3290, Contra Costa County, California",2270,103,1334,220,936,213
6013330000,"Census Tract 3300, Contra Costa County, California",1834,94,1498,129,336,109
6013331000,"Census Tract 3310, Contra Costa County, California",2568,143,1607,185,961,178
6013332000,"Census Tract 3320, Contra Costa County, California",2759,109,2078,177,681,166
6013333100,"Census Tract 3331, Contra Costa County, California",3078,91,2184,139,894,147
6013333200,"Census Tract 3332, Contra Costa County, California",2123,98,1598,169,525,141
6013334001,"Census Tract 3340.01, Contra Costa County, California",1441,43,801,119,640,115
6013334003,"Census Tract 3340.03, Contra Costa County, California",1262,48,1138,67,124,50
6013334004,"Census Tract 3340.04, Contra Costa County, California",3081,187,1704,168,1377,210
6013334005,"Census Tract 3340.05, Contra Costa County, California",405,50,302,65,103,64
6013335000,"Census Tract 3350, Contra Costa County, California",1221,89,966,102,255,92
6013336101,"Census Tract 3361.01, Contra Costa County, California",1426,110,268,69,1158,114
6013336102,"Census Tract 3361.02, Contra Costa County, California",2553,113,575,181,1978,188
6013336200,"Census Tract 3362, Contra Costa County, California",2490,131,1013,160,1477,179
6013337100,"Census Tract 3371, Contra Costa County, California",1166,47,863,87,303,88
6013337200,"Census Tract 3372, Contra Costa County, California",2976,141,2091,206,885,193
6013337300,"Census Tract 3373, Contra Costa County, California",2324,61,1856,145,468,142
6013338100,"Census Tract 3381, Contra Costa County, California",2963,138,2174,183,789,193
6013338201,"Census Tract 3382.01, Contra Costa County, California",1403,46,1266,84,137,75
6013338202,"Census Tract 3382.02, Contra Costa County, California",5546,234,2936,267,2610,231
6013338301,"Census Tract 3383.01, Contra Costa County, California",1037,45,1029,45,8,12
6013338302,"Census Tract 3383.02, Contra Costa County, California",2162,54,2068,77,94,50
6013339000,"Census Tract 3390, Contra Costa County, California",4459,230,968,188,3491,276
6013340001,"Census Tract 3400.01, Contra Costa County, California",2391,146,1279,158,1112,185
6013340002,"Census Tract 3400.02, Contra Costa County, California",3177,64,2480,168,697,162
6013341000,"Census Tract 3410, Contra Costa County, California",2223,91,1652,116,571,123
6013342000,"Census Tract 3420, Contra Costa County, California",2351,110,1756,117,595,134
6013343001,"Census Tract 3430.01, Contra Costa County, California",2143,86,1124,133,1019,139
6013343002,"Census Tract 3430.02, Contra Costa County, California",2073,96,1512,127,561,108
6013343003,"Census Tract 3430.03, Contra Costa County, California",1513,75,1338,71,175,54
6013344000,"Census Tract 3440, Contra Costa County, California",479,50,346,78,133,77
6013345101,"Census Tract 3451.01, Contra Costa County, California",1567,103,1168,100,399,112
6013345102,"Census Tract 3451.02, Contra Costa County, California",1066,37,926,76,140,66
6013345103,"Census Tract 3451.03, Contra Costa County, California",1503,62,1188,83,315,78
6013345105,"Census Tract 3451.05, Contra Costa County, California",1941,102,1644,145,297,114
6013345107,"Census Tract 3451.07, Contra Costa County, California",3648,118,3324,155,324,112
6013345108,"Census Tract 3451.08, Contra Costa County, California",2502,110,1836,166,666,154
6013345109,"Census Tract 3451.09, Contra Costa County, California",3118,131,2007,137,1111,154
6013345110,"Census Tract 3451.10, Contra Costa County, California",2098,101,1820,122,278,92
6013345201,"Census Tract 3452.01, Contra Costa County, California",3875,159,3347,183,528,132
6013345202,"Census Tract 3452.02, Contra Costa County, California",2671,70,1609,181,1062,178
6013346101,"Census Tract 3461.01, Contra Costa County, California",1343,51,1247,66,96,46
6013346102,"Census Tract 3461.02, Contra Costa County, California",2068,99,1997,121,71,59
6013346201,"Census Tract 3462.01, Contra Costa County, California",2621,93,2418,126,203,84
6013346202,"Census Tract 3462.02, Contra Costa County, California",3715,134,3358,169,357,115
6013347000,"Census Tract 3470, Contra Costa County, California",2322,71,2172,120,150,102
6013348000,"Census Tract 3480, Contra Costa County, California",1549,92,1394,96,155,69
6013349000,"Census Tract 3490, Contra Costa County, California",1850,120,1084,103,766,132
6013350000,"Census Tract 3500, Contra Costa County, California",2387,107,1329,122,1058,130
6013351100,"Census Tract 3511, Contra Costa County, California",5970,247,5566,240,404,147
6013351200,"Census Tract 3512, Contra Costa County, California",2078,83,1967,106,111,81
6013352101,"Census Tract 3521.01, Contra Costa County, California",778,64,724,68,54,44
6013352102,"Census Tract 3521.02, Contra Costa County, California",1831,99,1684,128,147,71
6013352201,"Census Tract 3522.01, Contra Costa County, California",2242,79,1714,159,528,149
6013352202,"Census Tract 3522.02, Contra Costa County, California",941,51,794,93,147,81
6013353001,"Census Tract 3530.01, Contra Costa County, California",1372,56,1222,90,150,73
6013353002,"Census Tract 3530.02, Contra Costa County, California",1451,62,1351,68,100,53
6013354001,"Census Tract 3540.01, Contra Costa County, California",638,69,608,71,30,27
6013354002,"Census Tract 3540.02, Contra Costa County, California",2558,103,2345,125,213,91
6013355101,"Census Tract 3551.01, Contra Costa County, California",5108,201,4404,294,704,218
6013355104,"Census Tract 3551.04, Contra Costa County, California",8875,233,7670,280,1205,223
6013355106,"Census Tract 3551.06, Contra Costa County, California",4872,228,4128,264,744,197
6013355200,"Census Tract 3552, Contra Costa County, California",1753,99,1093,149,660,169
6013355301,"Census Tract 3553.01, Contra Costa County, California",2784,97,2401,134,383,126
6013355302,"Census Tract 3553.02, Contra Costa County, California",1225,40,1191,42,34,25
6013355303,"Census Tract 3553.03, Contra Costa County, California",452,15,354,63,98,64
6013355304,"Census Tract 3553.04, Contra Costa County, California",2845,125,2434,142,411,125
6013355305,"Census Tract 3553.05, Contra Costa County, California",1407,78,1327,92,80,51
6013356001,"Census Tract 3560.01, Contra Costa County, California",1317,52,1070,116,247,114
6013356002,"Census Tract 3560.02, Contra Costa County, California",2432,145,2225,145,207,117
6013357000,"Census Tract 3570, Contra Costa County, California",1633,113,1108,156,525,146
6013358000,"Census Tract 3580, Contra Costa County, California",2124,112,1225,165,899,196
6013359101,"Census Tract 3591.01, Contra Costa County, California",5291,220,4019,264,1272,234
6013359102,"Census Tract 3591.02, Contra Costa County, California",1686,130,1200,130,486,114
6013359202,"Census Tract 3592.02, Contra Costa County, California",2161,153,1989,160,172,81
6013359203,"Census Tract 3592.03, Contra Costa County, California",2472,121,1924,200,548,163
6013359204,"Census Tract 3592.04, Contra Costa County, California",1425,93,1225,110,200,75
6013360100,"Census Tract 3601, Contra Costa County, California",3332,140,2912,171,420,126
6013360200,"Census Tract 3602, Contra Costa County, California",1873,128,1187,142,686,151
6013361000,"Census Tract 3610, Contra Costa County, California",1583,117,1048,126,535,157
6013362000,"Census Tract 3620, Contra Costa County, California",1125,94,927,98,198,89
6013363000,"Census Tract 3630, Contra Costa County, California",2891,107,1839,202,1052,187
6013364001,"Census Tract 3640.01, Contra Costa County, California",1670,49,1393,107,277,100
6013364002,"Census Tract 3640.02, Contra Costa County, California",1957,101,1392,132,565,131
6013365001,"Census Tract 3650.01, Contra Costa County, California",3558,195,1502,157,2056,198
6013365002,"Census Tract 3650.02, Contra Costa County, California",1345,104,637,120,708,147
6013366001,"Census Tract 3660.01, Contra Costa County, California",1341,79,846,116,495,109
6013366002,"Census Tract 3660.02, Contra Costa County, California",1677,115,954,126,723,136
