Id2,Geography,Total; Estimate; Population for whom poverty status is determined,Total; Margin of Error; Population for whom poverty status is determined,Number Bbelow poverty level; Estimate; Population for whom poverty status is determined,Number below poverty level; Margin of Error; Population for whom poverty status is determined,Percent below poverty level; Estimate; Population for whom poverty status is determined,Percent below poverty level; Margin of Error; Population for whom poverty status is determined
6001450751,"Census Tract 4507.51, Alameda County, California",8963,497,241,151,2.7,1.7
6001450752,"Census Tract 4507.52, Alameda County, California",5825,461,79,54,1.4,0.9
6001451101,"Census Tract 4511.01, Alameda County, California",7349,432,294,187,4,2.5
6001451102,"Census Tract 4511.02, Alameda County, California",4137,175,176,132,4.3,3.1
6001451201,"Census Tract 4512.01, Alameda County, California",7335,355,574,276,7.8,3.8
6001451202,"Census Tract 4512.02, Alameda County, California",4685,331,75,58,1.6,1.2
6001451300,"Census Tract 4513, Alameda County, California",7030,502,349,269,5,3.9
6001451401,"Census Tract 4514.01, Alameda County, California",6260,386,493,288,7.9,4.5
6001451403,"Census Tract 4514.03, Alameda County, California",2244,151,121,53,5.4,2.2
6001451404,"Census Tract 4514.04, Alameda County, California",6390,550,560,290,8.8,4.5
6001451501,"Census Tract 4515.01, Alameda County, California",4882,370,106,65,2.2,1.4
6001451503,"Census Tract 4515.03, Alameda County, California",6131,452,358,212,5.8,3.3
6001451504,"Census Tract 4515.04, Alameda County, California",1723,128,63,43,3.7,2.5
6001451505,"Census Tract 4515.05, Alameda County, California",3434,206,39,55,1.1,1.6
6001451506,"Census Tract 4515.06, Alameda County, California",3477,312,260,177,7.5,4.9
6001451601,"Census Tract 4516.01, Alameda County, California",5309,260,207,109,3.9,2.1
6001451602,"Census Tract 4516.02, Alameda County, California",6703,456,271,202,4,2.9
6001451701,"Census Tract 4517.01, Alameda County, California",3156,242,101,61,3.2,2
6001451703,"Census Tract 4517.03, Alameda County, California",4493,308,186,110,4.1,2.5
6001451704,"Census Tract 4517.04, Alameda County, California",4668,204,212,123,4.5,2.6
6001981900,"Census Tract 9819, Alameda County, California",58,33,0,12,0,40.4
6001982000,"Census Tract 9820, Alameda County, California",66,32,12,16,18.2,20.5
6001983200,"Census Tract 9832, Alameda County, California",573,63,43,30,7.5,5.3
6001990000,"Census Tract 9900, Alameda County, California",0,12,0,12,-,**
6003010000,"Census Tract 100, Alpine County, California",1188,179,235,89,19.8,6.4
6005000101,"Census Tract 1.01, Amador County, California",3839,359,245,112,6.4,3
6005000102,"Census Tract 1.02, Amador County, California",1832,274,433,242,23.6,11.1
6005000200,"Census Tract 2, Amador County, California",4490,485,354,192,7.9,4.1
6005000301,"Census Tract 3.01, Amador County, California",1543,219,58,40,3.8,2.5
6005000303,"Census Tract 3.03, Amador County, California",5080,575,731,394,14.4,7.8
6005000304,"Census Tract 3.04, Amador County, California",4244,408,537,223,12.7,4.9
6005000401,"Census Tract 4.01, Amador County, California",4846,538,354,198,7.3,3.9
6005000402,"Census Tract 4.02, Amador County, California",4810,519,622,336,12.9,6.5
6005000500,"Census Tract 5, Amador County, California",2877,282,230,116,8,3.9
6007000102,"Census Tract 1.02, Butte County, California",4176,340,588,235,14.1,5.5
6007000103,"Census Tract 1.03, Butte County, California",4266,369,424,256,9.9,5.7
6007000104,"Census Tract 1.04, Butte County, California",5344,655,1009,446,18.9,7.9
6007000201,"Census Tract 2.01, Butte County, California",3986,333,654,225,16.4,5.6
6007000202,"Census Tract 2.02, Butte County, California",3703,384,777,219,21,5.3
6007000300,"Census Tract 3, Butte County, California",4422,415,1520,442,34.4,8.8
6007000401,"Census Tract 4.01, Butte County, California",3505,262,501,213,14.3,5.9
6007000402,"Census Tract 4.02, Butte County, California",7464,567,731,393,9.8,5.3
6007000501,"Census Tract 5.01, Butte County, California",3725,388,957,300,25.7,7.1
6007000502,"Census Tract 5.02, Butte County, California",4240,444,2459,408,58,6.8
6007000601,"Census Tract 6.01, Butte County, California",3493,304,398,169,11.4,4.5
6007000603,"Census Tract 6.03, Butte County, California",2541,368,1288,318,50.7,8.2
6007000604,"Census Tract 6.04, Butte County, California",4067,390,2518,352,61.9,6
6007000700,"Census Tract 7, Butte County, California",4792,474,947,386,19.8,7.1
6007000800,"Census Tract 8, Butte County, California",5812,437,228,174,3.9,3
6007000901,"Census Tract 9.01, Butte County, California",2585,177,188,87,7.3,3.4
6007000903,"Census Tract 9.03, Butte County, California",6877,566,1494,379,21.7,5.5
6007000904,"Census Tract 9.04, Butte County, California",6376,428,801,326,12.6,5
6007001000,"Census Tract 10, Butte County, California",3684,558,1151,345,31.2,6.9
6007001100,"Census Tract 11, Butte County, California",4127,629,1879,437,45.5,6.5
6007001200,"Census Tract 12, Butte County, California",3279,421,1169,273,35.7,7
6007001300,"Census Tract 13, Butte County, California",4023,374,1326,320,33,8.5
6007001400,"Census Tract 14, Butte County, California",5798,497,379,196,6.5,3.4
6007001500,"Census Tract 15, Butte County, California",5644,417,564,284,10,4.9
6007001600,"Census Tract 16, Butte County, California",4820,453,387,149,8,3.2
6007001702,"Census Tract 17.02, Butte County, California",6232,464,1092,445,17.5,6.8
6007001703,"Census Tract 17.03, Butte County, California",2966,304,293,170,9.9,5.6
6007001704,"Census Tract 17.04, Butte County, California",3301,379,694,328,21,9.1
6007001800,"Census Tract 18, Butte County, California",5198,417,772,248,14.9,4.4
6007001900,"Census Tract 19, Butte County, California",3078,277,302,142,9.8,4.3
6007002000,"Census Tract 20, Butte County, California",5662,631,788,292,13.9,4.5
6007002100,"Census Tract 21, Butte County, California",4700,582,721,422,15.3,7.9
6007002200,"Census Tract 22, Butte County, California",5181,586,719,290,13.9,5.3
6007002300,"Census Tract 23, Butte County, California",5040,579,704,278,14,5.2
6007002400,"Census Tract 24, Butte County, California",4798,374,1085,268,22.6,5.5
6007002500,"Census Tract 25, Butte County, California",4236,362,1293,267,30.5,6.3
6007002601,"Census Tract 26.01, Butte County, California",2206,271,209,108,9.5,4.6
6007002602,"Census Tract 26.02, Butte County, California",3329,290,430,163,12.9,4.8
6007002700,"Census Tract 27, Butte County, California",5413,450,1093,507,20.2,9.1
6007002800,"Census Tract 28, Butte County, California",3861,373,1243,340,32.2,8.4
6007002900,"Census Tract 29, Butte County, California",3267,304,680,240,20.8,6.6
6007003001,"Census Tract 30.01, Butte County, California",2751,432,1079,394,39.2,11.6
6007003002,"Census Tract 30.02, Butte County, California",3398,345,1390,387,40.9,9.4
6007003100,"Census Tract 31, Butte County, California",4317,369,471,178,10.9,4
6007003200,"Census Tract 32, Butte County, California",4265,441,1125,306,26.4,6.9
6007003300,"Census Tract 33, Butte County, California",4247,463,857,332,20.2,6.9
6007003400,"Census Tract 34, Butte County, California",3109,345,379,153,12.2,4.8
6007003501,"Census Tract 35.01, Butte County, California",3311,356,603,343,18.2,10
6007003502,"Census Tract 35.02, Butte County, California",4540,387,924,346,20.4,7.6
6007003600,"Census Tract 36, Butte County, California",3705,254,597,192,16.1,5
6007003700,"Census Tract 37, Butte County, California",4669,504,1097,435,23.5,8.6
6009000120,"Census Tract 1.20, Calaveras County, California",4769,396,416,203,8.7,4.1
6009000121,"Census Tract 1.21, Calaveras County, California",4338,251,597,252,13.8,5.7
6009000122,"Census Tract 1.22, Calaveras County, California",3543,455,473,197,13.4,5.1
6009000210,"Census Tract 2.10, Calaveras County, California",10341,773,1158,496,11.2,4.6
6009000220,"Census Tract 2.20, Calaveras County, California",6338,593,559,380,8.8,5.9
6009000300,"Census Tract 3, Calaveras County, California",6805,694,1351,597,19.9,8.1
6009000400,"Census Tract 4, Calaveras County, California",3003,393,656,282,21.8,8.5
6009000501,"Census Tract 5.01, Calaveras County, California",3358,512,308,137,9.2,4.2
6009000503,"Census Tract 5.03, Calaveras County, California",1639,344,103,68,6.3,3.8
6009000504,"Census Tract 5.04, Calaveras County, California",382,124,55,35,14.4,8.9
6011000100,"Census Tract 1, Colusa County, California",5345,369,733,289,13.7,5.6
6011000200,"Census Tract 2, Colusa County, California",4979,322,746,301,15,5.9
6011000300,"Census Tract 3, Colusa County, California",6024,332,791,340,13.1,5.7
6011000400,"Census Tract 4, Colusa County, California",2379,308,412,150,17.3,6.3
6011000500,"Census Tract 5, Colusa County, California",2557,224,297,126,11.6,4.8
6013301000,"Census Tract 3010, Contra Costa County, California",4764,564,340,191,7.1,3.8
6013302005,"Census Tract 3020.05, Contra Costa County, California",7118,472,1184,491,16.6,6.9
6013302006,"Census Tract 3020.06, Contra Costa County, California",3866,243,119,110,3.1,2.9
6013302007,"Census Tract 3020.07, Contra Costa County, California",7006,498,624,296,8.9,4.3
6013302008,"Census Tract 3020.08, Contra Costa County, California",8089,666,685,387,8.5,4.8
6013302009,"Census Tract 3020.09, Contra Costa County, California",7473,609,1200,636,16.1,8
6013302010,"Census Tract 3020.10, Contra Costa County, California",11515,656,410,200,3.6,1.7
6013303102,"Census Tract 3031.02, Contra Costa County, California",8893,632,530,293,6,3.2
6013303103,"Census Tract 3031.03, Contra Costa County, California",12200,717,1798,699,14.7,5.3
6013303201,"Census Tract 3032.01, Contra Costa County, California",11652,852,986,539,8.5,4.5
6013303202,"Census Tract 3032.02, Contra Costa County, California",7171,472,153,112,2.1,1.5
6013303203,"Census Tract 3032.03, Contra Costa County, California",9636,530,457,414,4.7,4.2
6013303204,"Census Tract 3032.04, Contra Costa County, California",4759,373,727,381,15.3,7.4
6013303205,"Census Tract 3032.05, Contra Costa County, California",8860,485,478,243,5.4,2.7
6013304001,"Census Tract 3040.01, Contra Costa County, California",4700,390,385,464,8.2,9.4
6013304002,"Census Tract 3040.02, Contra Costa County, California",1561,209,179,147,11.5,8.7
6013304003,"Census Tract 3040.03, Contra Costa County, California",4026,322,364,182,9,4.4
6013304004,"Census Tract 3040.04, Contra Costa County, California",3794,294,168,90,4.4,2.5
6013304005,"Census Tract 3040.05, Contra Costa County, California",8287,501,660,426,8,5.1
6013305000,"Census Tract 3050, Contra Costa County, California",6220,582,972,320,15.6,5.4
6013306002,"Census Tract 3060.02, Contra Costa County, California",3320,464,249,156,7.5,4.6
6013306003,"Census Tract 3060.03, Contra Costa County, California",5131,524,1008,399,19.6,7.3
6013306004,"Census Tract 3060.04, Contra Costa County, California",3761,263,585,297,15.6,8.2
6013307101,"Census Tract 3071.01, Contra Costa County, California",4480,374,412,242,9.2,5.4
6013307102,"Census Tract 3071.02, Contra Costa County, California",5346,453,1113,415,20.8,8.1
6013307201,"Census Tract 3072.01, Contra Costa County, California",3506,364,788,350,22.5,9.9
6013307202,"Census Tract 3072.02, Contra Costa County, California",4129,419,1246,440,30.2,9.3
6013307204,"Census Tract 3072.04, Contra Costa County, California",4194,333,706,352,16.8,8.1
6013307205,"Census Tract 3072.05, Contra Costa County, California",6941,565,1852,603,26.7,8.3
6013308001,"Census Tract 3080.01, Contra Costa County, California",7685,907,2276,1158,29.6,12.4
6013308002,"Census Tract 3080.02, Contra Costa County, California",4321,344,153,110,3.5,2.5
6013309000,"Census Tract 3090, Contra Costa County, California",3525,281,526,239,14.9,6.5
6013310000,"Census Tract 3100, Contra Costa County, California",6398,555,1282,428,20,6.3
6013311000,"Census Tract 3110, Contra Costa County, California",5426,383,1031,300,19,5.3
6013312000,"Census Tract 3120, Contra Costa County, California",2151,154,555,147,25.8,6.6
6013313101,"Census Tract 3131.01, Contra Costa County, California",6964,546,1605,614,23,8.2
6013313102,"Census Tract 3131.02, Contra Costa County, California",4034,422,532,205,13.2,4.7
6013313103,"Census Tract 3131.03, Contra Costa County, California",8483,609,1043,606,12.3,6.8
6013313203,"Census Tract 3132.03, Contra Costa County, California",3257,212,100,52,3.1,1.6
6013313204,"Census Tract 3132.04, Contra Costa County, California",5420,355,554,246,10.2,4.6
6013313205,"Census Tract 3132.05, Contra Costa County, California",1749,173,35,37,2,2.2
6013313206,"Census Tract 3132.06, Contra Costa County, California",6158,513,845,412,13.7,6.3
6013314102,"Census Tract 3141.02, Contra Costa County, California",5722,512,502,205,8.8,3.7
6013314103,"Census Tract 3141.03, Contra Costa County, California",6309,405,1791,520,28.4,8.1
6013314104,"Census Tract 3141.04, Contra Costa County, California",8376,616,2206,847,26.3,9.8
6013314200,"Census Tract 3142, Contra Costa County, California",6684,640,1037,458,15.5,6.5
6013315000,"Census Tract 3150, Contra Costa County, California",3647,258,401,193,11,5.1
6013316000,"Census Tract 3160, Contra Costa County, California",935,111,316,129,33.8,11.8
6013317000,"Census Tract 3170, Contra Costa County, California",2300,243,185,127,8,5.3
6013318000,"Census Tract 3180, Contra Costa County, California",3837,439,301,142,7.8,3.9
6013319000,"Census Tract 3190, Contra Costa County, California",8198,625,893,641,10.9,7.4
6013320001,"Census Tract 3200.01, Contra Costa County, California",4203,448,706,375,16.8,7.9
6013320003,"Census Tract 3200.03, Contra Costa County, California",2704,208,41,43,1.5,1.5
6013320004,"Census Tract 3200.04, Contra Costa County, California",6380,432,334,190,5.2,3
6013321101,"Census Tract 3211.01, Contra Costa County, California",6553,449,173,95,2.6,1.5
6013321102,"Census Tract 3211.02, Contra Costa County, California",6816,446,288,140,4.2,2.1
6013321103,"Census Tract 3211.03, Contra Costa County, California",4297,342,88,70,2,1.5
6013321200,"Census Tract 3212, Contra Costa County, California",5405,428,744,377,13.8,6.7
6013322000,"Census Tract 3220, Contra Costa County, California",6260,392,672,335,10.7,5.3
6013323000,"Census Tract 3230, Contra Costa County, California",4578,248,163,99,3.6,2.1
6013324001,"Census Tract 3240.01, Contra Costa County, California",5652,496,456,201,8.1,3.7
6013324002,"Census Tract 3240.02, Contra Costa County, California",5470,380,463,272,8.5,4.9
6013325000,"Census Tract 3250, Contra Costa County, California",5656,346,376,198,6.6,3.4
6013326000,"Census Tract 3260, Contra Costa County, California",3493,232,145,84,4.2,2.3
6013327000,"Census Tract 3270, Contra Costa County, California",7810,687,715,387,9.2,5.1
6013328000,"Census Tract 3280, Contra Costa County, California",2445,192,538,187,22,7.2
6013329000,"Census Tract 3290, Contra Costa County, California",6239,518,389,352,6.2,5.4
6013330000,"Census Tract 3300, Contra Costa County, California",5595,419,622,296,11.1,5.3
6013331000,"Census Tract 3310, Contra Costa County, California",6948,361,1079,600,15.5,8.5
6013332000,"Census Tract 3320, Contra Costa County, California",8353,503,777,387,9.3,4.5
6013333101,"Census Tract 3331.01, Contra Costa County, California",4435,314,277,144,6.2,3.1
6013333102,"Census Tract 3331.02, Contra Costa County, California",4282,394,250,146,5.8,3.4
6013333200,"Census Tract 3332, Contra Costa County, California",6047,429,255,196,4.2,3.2
6013334001,"Census Tract 3340.01, Contra Costa County, California",4165,489,299,144,7.2,3.6
6013334004,"Census Tract 3340.04, Contra Costa County, California",7858,566,777,308,9.9,4.1
6013334006,"Census Tract 3340.06, Contra Costa County, California",4834,256,76,66,1.6,1.4
6013334200,"Census Tract 3342, Contra Costa County, California",7442,319,83,66,1.1,0.9
6013335000,"Census Tract 3350, Contra Costa County, California",3387,310,366,203,10.8,5.7
